cod_aerolinea,nombre_aerolinea,cod_pais,cod_iata,cod_icao,identificacion,pais_aerolinea,sw_activa
05027,Transpac Express,AUS,Z9,TPP,TRANS EXPRESS,Australia,N
05028,Taxis Aereos De Parral,MEX,Z9,TPR,TAXIS PARRAL,Mexico,N
05029,TAPSA Transportes Aereos Petroleros,ARG,Z9,TPS,TAPSA,Argentina,N
05030,Transportes Aereo del Sureste,MEX,Z9,TPT,TASSA,Mexico,N
05031,Trans American Airlines (Trans Am),PER,Z9,TPU,TRANS PERU,Peru,N
05032,Thai Pacific Airlines Business,THA,Z9,TPV,THAI PACIFIC,Thailand,N
05033,Transportes Aereos De Xalapa,MEX,Z9,TPX,TRANSXALAPA,Mexico,N
05034,Trans-Provincial Airlines,CAN,Z9,TPY,TRANS PROVINCIAL,Canada,N
05035,Transportes La Paz,MEX,Z9,TPZ,TRANSPAZ,Mexico,N
05036,Taquan Air Services,USA,Z9,TQN,TAQUAN,United States,N
05037,Transportacion Aerea De Queretaro,MEX,Z9,TQR,TRANSQUERETARO,Mexico,N
05038,TransAsia Airways,TWN,GE,TNA,TransAsia,Taiwan,Y
05039,Transavia Holland,NLD,HV,TRA,TRANSAVIA,Netherlands,Y
05040,Trans Air Charter,USA,Z9,TRC,TRACKER,United States,N
05041,TACV,PRT,VR,TCV,CABOVERDE,Portugal,Y
05042,Trans Island Air,BRB,Z9,TRD,TRANS ISLAND,Barbados,N
05043,Taxi Air Fret,FRA,Z9,TRF,TAXI JET,France,N
05044,TRAGSA (Medios Aereos),ESP,Z9,TRG,I999,Spain,N
05045,Trans Euro Air,GBR,Z9,TRJ,HIGH TIDE,United Kingdom,N
05046,Transport Aerien de Mauritanie,MRT,Z9,TRM,SOTRANS,Mauritania,N
05047,Tropic Airlines-Air Molokai,USA,Z9,TRO,MOLOKAI,United States,N
05048,Turdus Airways,Z99,Z9,TRQ,HUNTER,Netherland,N
05049,Tramson Limited,SDN,Z9,TRR,TRAMSON,Sudan,N
05050,Trans Arabian Air Transport,SDN,Z9,TRT,TRANS ARABIAN,Sudan,N
05051,Triangle Airline (Uganda),UGA,Z9,TRU,TRI AIR,Uganda,N
05052,Transwestern Airlines of Utah,USA,Z9,TRW,TRANS-WEST,United States,N
05053,Tristar Airlines,USA,Z9,TRY,TRISTAR AIR,United States,N
05054,TransMeridian Airlines,USA,T9,TRZ,TRANS-MERIDIAN,United States,N
05055,Transair France,FRA,Z9,TSA,AIRTRAF,France,N
05056,TAF-Linhas Aereas,BRA,Z9,TSD,TAFI,Brazil,N
05057,Transmile Air Services,MYS,TH,TSE,TRANSMILE,Malaysia,N
05058,Trans-Air-Congo,Z99,Z9,TSG,TRANS-CONGO,Republic of the Congo,N
05059,Transport'air,FRA,Z9,TSI,TRANSPORTAIR,France,N
05060,Trast Aero,KGZ,S5,TSJ,TRAST AERO,Kyrgyzstan,N
05061,Trast Aero,KGZ,Z9,TSK,TOMSK-AVIA,Kyrgyzstan,N
05062,Thai Aviation Services,THA,Z9,TSL,THAI AVIATION,Thailand,N
05063,Taftan Airlines,IRN,Z9,SBT,TAFTAN,Iran,N
05064,Transwest Air,CAN,9T,ABS,ATHABASKA,Canada,Y
05065,Trans Sayegh Airport Services,LBN,Z9,TSM,I999,Lebanon,N
05066,Trans-Air Services,NGA,Z9,TSN,AIR TRANS,Nigeria,N
05067,Transaero Airlines,RUS,UN,TSO,TRANSOVIET,Russia,Y
05068,Transportes Aereos Inter,GTM,Z9,TSP,TRANSPO-INTER,Guatemala,N
05069,Trans Service Airlift,Z99,Z9,TSR,TRANS SERVICE,Democratic Republic of Congo,N
05070,Tri-State Aero,USA,Z9,TSS,TRI-STATE,United States,N
05071,TRAST,KAZ,Z9,TST,TRAST,Kazakhstan,N
05072,Tropair Airservices,GBR,Z9,TSV,TROPIC,United Kingdom,N
05073,Transwings,CHE,Z9,TSW,SWISSTRANS,Switzerland,N
05074,Thai Star Airlines,THA,T9,TSX,THAI STAR,Thailand,N
05075,Tristar Air,EGY,Z9,TSY,TRIPLE STAR,Egypt,N
05076,TTA - Sociedade de Transporte e Trabalho Aereo,MOZ,Z9,TTA,KANIMANBO,Mozambique,N
05077,Transteco,AGO,Z9,TTC,TRANSTECO,Angola,N
05078,Tarhan Tower Airlines,TUR,Z9,TTH,I999,Turkey,N
05079,Total Linhas Aereas,BRA,Z9,TTL,TOTAL,Brazil,N
05080,Triple O Aviation,NGA,Z9,TTP,MIGHTY WING,Nigeria,N
05081,Transportaciones Y Servicios Aereos,MEX,Z9,TTR,TRANSPORTACIONES,Mexico,N
05082,Transporte Aereo Tecnico Ejecutivo,MEX,Z9,TTS,TECNICO,Mexico,N
05083,Turkmenistan Airlines,TKM,T5,TUA,TURKMENISTAN,Turkmenistan,Y
05084,Turismo Aereo de Chile,CHL,Z9,TUC,TURICHILE,Chile,N
05085,Tuninter,TUN,UG,TUI,I999,Tunisia,Y
05086,Tulpar Air,RUS,Z9,TUL,URSAL,Russia,N
05087,Tyumenspecavia,RUS,Z9,TUM,TUMTEL,Russia,N
05088,Taxi Aereo Turistico,MEX,Z9,TUO,TURISTICO,Mexico,N
05089,Tulpar Air Service,KAZ,Z9,TUX,TULPA,Kazakhstan,N
05090,Tuna Aero,SWE,Z9,TUZ,TUNA,Sweden,N
05091,Trans America Airlines,USA,Z9,TVA,TRANS-AMERICA,United States,N
05092,Trabajos Aereos Vascongados,ESP,Z9,TVH,TRAVASA,Spain,N
05093,Tiramavia,MDA,Z9,TVI,TIRAMAVIA,Moldova,N
05094,Travel Service,HUN,Z9,TVL,TRAVEL SERVICE,Hungary,N
05095,Transavio,ITA,Z9,TVO,TRANS-BALLERIO,Italy,N
05096,Tavrey Airlines,UKR,T6,TVR,TAVREY,Ukraine,N
05097,Travel Service,CZE,QS,TVS,SKYTRAVEL,Czech Republic,Y
05098,Trans World Airlines,USA,TW,TWA,TWA,United States,N
05099,Transwede Airways,SWE,Z9,TWE,TRANSWEDE,Sweden,N
05100,Twinjet Aircraft Sales,GBR,Z9,TWJ,I999,United Kingdom,N
05101,Tradewinds Aviation,CAN,Z9,TWL,TRADEWINDS CANADA,Canada,N
05102,Transairways,MOZ,Z9,TWM,I999,Mozambique,N
05103,Twente Airlines,NLD,Z9,TWO,COLIBRI,Netherlands,N
05104,Trans Air Welwitchia,AGO,Z9,TWW,WELWITCHIA,Angola,N
05105,Texair Charter,USA,Z9,TXA,OKAY AIR,United States,N
05106,Transaviaexport,BLR,AL,TXC,TRANSEXPORT,Belarus,N
05107,Transilvania Express,ROU,Z9,TXE,TRANSAIR EXPRESS,Romania,N
05108,Taxi Aereo Cozatl,MEX,Z9,TXL,TAXI COZATL,Mexico,N
05109,Taxi Aereo de Mexico,MEX,Z9,TXM,TAXIMEX,Mexico,N
05110,Texas National Airlines,USA,Z9,TXN,TEXAS NATIONAL,United States,N
05111,Taxis Aereos de Sinaloa,MEX,Z9,TXO,TAXIS SINALOA,Mexico,N
05112,Taxirey,MEX,Z9,TXR,TAXIREY,Mexico,N
05113,Texas Airlines,USA,Z9,TXS,TEXAIR,United States,N
05114,Texas Air Charters,USA,Z9,TXT,TEXAS CHARTER,United States,N
05115,Tex Star Air Freight,USA,Z9,TXZ,TEX STAR,United States,N
05116,Tayflite,GBR,Z9,TYF,TAYFLITE,United Kingdom,N
05117,Trygg-Flyg,SWE,Z9,TYG,TRYGG,Sweden,N
05118,Tyrol Air Ambulance,AUT,Z9,TYW,TYROL AMBULANCE,Austria,N
05119,Transporte Aereo Ernesto Saenz,MEX,Z9,TZE,TRANSPORTE SAENZ,Mexico,N
05120,Tajikstan,TJK,Z9,TZK,TAJIKSTAN,Tajikistan,N
05121,Thyssen Krupp AG,DEU,Z9,BLI,BLUELINE,Germany,N
05122,TUIfly Nordic,SWE,6B,BLX,BLUESCAN,Sweden,Y
05123,Transportes Aereos Bolivianos,BOL,Z9,BOL,BOL,Bolivia,N
05124,Tiphook PLC,GBR,Z9,BOX,BOX,United Kingdom,N
05125,Top Flight Air Service,USA,Z9,CHE,CHECK AIR,United States,N
05126,Trans America,USA,Z9,CLR,CLINTON AIRWAYS,United States,N
05127,Triple Alpha,DEU,Z9,CLU,CAROLUS,Germany,N
05128,Tashkent Aircraft Production Corporation,UZB,Z9,CTP,CORTAS,Uzbekistan,N
05129,Texas Airways,USA,Z9,CWT,TEXAS AIRWAYS,United States,N
05130,Transportes Aereos Don Carlos,CHL,Z9,DCL,DON CARLOS,Chile,N
05131,Telnic Limited,GBR,Z9,DOT,DOT TEL,United Kingdom,N
05132,Triton Airlines,CAN,Z9,DRC,TRITON AIR,Canada,N
05133,TAAG Angola Airlines,AGO,DT,DTA,DTA,Angola,Y
05134,Tassili Airlines,DZA,SF,DTH,TASSILI AIR,Algeria,N
05135,Transporte Ejecutivo Aereo,MEX,Z9,EAR,EJECUTIVO-AEREO,Mexico,N
05136,Transportes Aereos Nacionales De Selva Tans,PER,Z9,ELV,AEREOS SELVA,Peru,N
05137,TAG Farnborough Airport,GBR,Z9,FBO,I999,United Kingdom,N
05138,Transaviaservice,GEO,Z9,FNV,TRANSAVIASERVICE,Georgia,N
05139,TAG Aviation,CHE,Z9,FPG,TAG AVIATION,Switzerland,N
05140,The 955 Preservation Group,GBR,Z9,GFN,GRIFFON,United Kingdom,N
05141,Trans-Air-Link,USA,Z9,GJB,SKY TRUCK,United States,N
05142,Tradewind Aviation,USA,Z9,GPD,GOODSPEED,United States,N
05143,Trail Lake Flying Service,USA,Z9,HBA,HARBOR AIR,United States,N
05144,TAF Helicopters,ESP,Z9,HET,HELITAF,Spain,N
05145,Tango Bravo,FRA,Z9,HTO,HELI TANGO,France,N
05146,Turkish Air Force,TUR,Z9,HVK,TURKISH AIRFORCE,Turkey,Y
05147,Thryluthjonustan,ISL,Z9,IHS,I999,Iceland,N
05148,TA-Air Airline,IRN,Z9,IRF,TA-AIR,Iran,N
05149,Tara Air Line,IRN,Z9,IRR,TARAIR,Iran,N
05150,Trading Air Cargo,MRT,Z9,JCH,TRADING CARGO,Mauritania,N
05151,Trans-Kiev,UKR,Z9,KCA,TRANS-KIEV,Ukraine,N
05152,Tal Air Charters,CAN,Z9,JEL,JETEL,Canada,N
05153,Transcontinental Airlines,KAZ,Z9,KRA,REGATA,Kazakhstan,N
05154,Transaviabaltika,LTU,Z9,KTB,TRANSBALTIKA,Lithuania,N
05155,Transair-Gyraintiee,RUS,Z9,KTS,KOTAIR,Russia,N
05156,TAM Mercosur,PRY,PZ,LAP,PARAGUAYA,Paraguay,Y
05157,The Lancair Company,USA,Z9,LCC,LANCAIR,United States,N
05158,The Army Aviation Heritage Foundation,USA,Z9,LEG,LEGACY,United States,N
05159,Top Sky International,IDN,Z9,LKW,TOPINTER,Indonesia,N
05160,Trans States Airlines,USA,AX,LOF,WATERSKI,United States,Y
05161,Trans Atlantis,CAN,Z9,LTA,LANTRA,Canada,N
05162,Transportacion Aerea Del Mar De Cortes,MEX,Z9,MCT,TRANS CORTES,Mexico,N
05163,Transporte Aero MGM,MEX,Z9,MGM,AERO EMM-GEE-EMM,Mexico,N
05164,Tigerfly,GBR,Z9,MOH,MOTH,United Kingdom,N
05165,Transportes Aereos Amparo,MEX,Z9,MPO,AMPARO,Mexico,N
05166,Trans Air,USA,Z9,MUI,MAUI,United States,N
05167,Transportes Aereos Mexiquenses,MEX,Z9,MXQ,MEXIQUENSES,Mexico,N
05168,Travelsky Technology,CHN,1E,Z99,I999,China,N
05169,Thalys,BEL,2H,Z99,I999,Belgium,N
05171,TNT International Aviation,GBR,Z9,NTR,NITRO,United Kingdom,N
05172,Open Skies Consultative Commission,USA,1L,OSY,OPEN SKIES,United States,N
05173,Trans-Pacific Orient Airways,PHL,Z9,PCW,PACIFIC ORIENT,Philippines,N
05174,Tauranga Aer Club,NZL,Z9,PGS,I999,New Zealand,N
05175,TSSKB-Progress,RUS,Z9,PSS,PROGRESS,Russia,N
05176,Trans World Express,USA,Z9,RBD,RED BIRD,United States,N
05177,Trans Reco,MRT,Z9,REC,TRANS-RECO,Mauritania,N
05178,Tas Aviation,USA,Z9,RMS,TASS AIR,United States,N
05179,Tarom,ROU,RO,ROT,TAROM,Romania,Y
05180,Transportes Aereos I.R. Crusoe,CHL,Z9,ROU,ROBINSON CRUSOE,Chile,N
05181,Transportes Aereos Sierra,MEX,Z9,RRT,SIERRA ALTA,Mexico,N
05182,Tbilisi Aviation University,GEO,Z9,RRY,AIRFERRY,Georgia,N
05183,Trans Am Compania,ECU,Z9,RTM,AERO TRANSAM,Ecuador,N
05184,Trans Sahara Air,NGA,Z9,SBJ,TRANS SAHARA,Nigeria,N
05185,Transportes Aereos Sierra Madre,MEX,Z9,SEI,TRANSPORTE SIERRA,Mexico,N
05186,Trans Asian Airlines,KAZ,Z9,SRT,TRASER,Kazakhstan,N
05187,Turan Air,AZE,3T,URN,TURAN,Azerbaijan,Y
05188,TRIP Linhas A,BRA,8R,TIB,TRIP,Brazil,Y
05189,Tusheti,GEO,Z9,USB,TUSHETI,Georgia,N
05190,TAPC Aviatrans Aircompany,UZB,Z9,UTM,AVIATAPS,Uzbekistan,N
05191,Trans-Ulgii,MNG,Z9,UTN,TRANS-ULGII,Mongolia,N
05192,Transarabian Transportation Services,UGA,Z9,UTT,ARABIAN TRANSPORT,Uganda,N
05193,Transaven,VEN,Z9,VEN,TRANSAVEN AIRLINE,Venezuela,N
05194,Tag Aviation UK,GBR,Z9,VIP,SOVEREIGN,United Kingdom,N
05195,Tbilaviamsheni,GEO,Z9,VNZ,TBILAVIA,Georgia,N
05196,Taxi de Veracruz,MEX,Z9,VRC,VERACRUZ,Mexico,N
05197,Travel Express Aviation Services,IDN,Z9,XAR,TRAVEL EXPRESS,Indonesia,N
05198,Taxi Aero Del Norte,MEX,Z9,XNR,TAXI NORTE,Mexico,N
05199,Transports et Travaux A,Z99,OF,Z99,I999,,N
05202,USAF Air Mobility Operations Control Center,USA,Z9,DOD,I999,United States,N
05203,U.S. Department of the Interior,USA,Z9,DOI,INTERIOR,United States,N
05204,United Kingdom Civil Aviation Authority,GBR,Z9,EXM,EXAM,United Kingdom,N
05205,Union des Transports Africains de Guinee,GIN,Z9,GIH,TRANSPORT AFRICAIN,Guinea,N
05206,US Army Parachute Team,USA,Z9,GKA,GOLDEN KNIGHTS,United States,N
05207,USA3000 Airlines,USA,U5,GWY,GETAWAY,United States,Y
05208,United Arabian Airlines,SDN,Z9,UAB,UNITED ARABIAN,Sudan,N
05209,United Airlines,USA,UA,UAL,UNITED,United States,Y
05210,United Air Charters,ZWE,Z9,UAC,UNITAIR,Zimbabwe,Y
05211,United Carriers Systems,USA,Z9,UCS,UNITED CARRIERS,United States,N
05212,United Eagle Airlines,CHN,Z9,UEA,UNITED EAGLE,China,N
05213,United Feeder Service,USA,U2,Z99,I999,United States,N
05214,United Kingdom Civil Aviation Authority,GBR,Z9,CFU,MINAIR,United Kingdom,N
05215,United Kingdom Royal VIP Flights,GBR,Z9,KRF,KITTYHAWK,United Kingdom,N
05216,United Kingdom Royal VIP Flight,GBR,Z9,KRH,SPARROWHAWK,United Kingdom,N
05217,United Kingdom Civil Aviation Authority,GBR,Z9,SDS,STANDARDS,United Kingdom,N
05218,United Kingdom Royal VIP Flights,GBR,Z9,TQF,RAINBOW,United Kingdom,N
05219,United States Coast Guard Auxiliary,USA,Z9,CGX,COASTGUARD AUXAIR,United States,N
05220,United States Department Of Agriculture,USA,Z9,AGR,AGRICULTURE,United States,N
05221,University Air Squadron,GBR,Z9,UAD,I999,United Kingdom,N
05222,University Air Squadron,GBR,Z9,UAJ,I999,United Kingdom,N
05223,University Air Squadron,GBR,Z9,UAA,I999,United Kingdom,N
05224,University Air Squadron,GBR,Z9,UAH,I999,United Kingdom,N
05225,Universal Avia,UKR,Z9,HBU,KHARKIV UNIVERSAL,Ukraine,N
05226,UK HEMS,GBR,Z9,HLE,HELIMED,United Kingdom,N
05227,USA Jet Airlines,USA,U7,JUS,JET USA,United States,N
05228,Unijet,FRA,Z9,LEA,LEADAIR,France,N
05229,US Marshals Service,USA,Z9,MSH,MARSHALAIR,United States,N
05230,University of North Dakota,USA,Z9,NDU,SIOUX,United States,N
05231,Universal Airlines,USA,Z9,PNA,PACIFIC NORTHERN,United States,N
05232,Uganda Royal Airways,UGA,Z9,RAU,UGANDA ROYAL,Uganda,N
05233,United Aviation Services,ESP,Z9,SAU,UNISERVE,Spain,N
05234,Ural Airlines,RUS,U6,SVR,SVERDLOVSK AIR,Russia,Y
05235,Ukraine Transavia,UKR,Z9,TRB,KIROVTRANS,Ukraine,N
05236,United Arab Emirates Air Force,ARE,Z9,UAF,UNIFORCE,United Arab Emirates,N
05237,Union Africaine des Transports,Z99,Z9,UAI,UNAIR,Ivory Coast,N
05238,Uganda Air Cargo,UGA,Z9,UCC,UGANDA CARGO,Uganda,N
05239,US Airports Air Charter,USA,Z9,UCH,US CHARTER,United States,N
05240,Ucoaviacion,ESP,Z9,UCO,UCOAVIACION,Spain,N
05241,Ues-Avia Aircompany,UKR,Z9,UES,AVIASYSTEM,Ukraine,N
05242,UFS,USA,Z9,UFS,FEEDER EXPRESS,United States,N
05243,Uganda Airlines,UGA,Z9,UGA,UGANDA,Uganda,N
05244,Urgemer Canarias,ESP,Z9,UGC,URGEMER,Spain,N
05245,Ukrainian Helicopters,UKR,Z9,UHL,UKRAINE COPTERS,Ukraine,N
05246,Ulyanovsk Higher Civil Aviation School,RUS,Z9,UHS,PILOT AIR,Russia,N
05247,Universal Jet Rental de Mexico,MEX,Z9,UJR,UNIVERSAL JET,Mexico,N
05248,Universal Jet Aviation,USA,Z9,UJT,UNI-JET,United States,N
05249,UK International Airlines,GBR,Z9,UKI,KHALIQ,United Kingdom,N
05250,Ukraine Air Alliance,UKR,Z9,UKL,UKRAINE ALLIANCE,Ukraine,N
05251,UM Airlines,UKR,UF,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
05252,Ukraine Air Enterprise,UKR,Z9,UKN,ENTERPRISE UKRAINE,Ukraine,N
05253,United Kingdom Home Office,GBR,Z9,UKP,POLICE,United Kingdom,N
05254,Ukrainian Cargo Airways,UKR,6Z,UKS,CARGOTRANS,Ukraine,N
05255,Ultrair,USA,Z9,ULT,ULTRAIR,United States,N
05256,Unitemp-M,RUS,Z9,UMS,TOPAZ,Russia,N
05257,Uni-Fly,DNK,Z9,UNC,UNICOPTER,Denmark,N
05258,Union Flights,USA,Z9,UNF,UNION FLIGHTS,United States,N
05259,Universal Jet,ESP,Z9,UNJ,PROJET,Spain,N
05260,Unsped Paket Servisi,TUR,Z9,UNS,UNSPED,Turkey,N
05261,Unifly Servizi Aerei,ITA,Z9,UNU,UNIEURO,Italy,N
05262,Ukrainian Pilot School,UKR,Z9,UPL,PILOT SCHOOL,Ukraine,N
05263,United Parcel Service,USA,5X,UPS,UPS,United States,N
05264,Uraiavia,RUS,Z9,URV,URAI,Russia,N
05265,US Airways,USA,US,USA,U S AIR,United States,Y
05266,US Check Airlines,USA,Z9,USC,STAR CHECK,United States,N
05267,USAfrica Airways,USA,Z9,USF,AFRICA EXPRESS,United States,N
05268,US Helicopter,USA,Z9,USH,US-HELI,United States,Y
05269,US Jet,USA,Z9,USJ,USJET,United States,N
05270,US Express,USA,Z9,USX,AIR EXPRESS,United States,N
05271,UTair Aviation,RUS,UT,UTA,UTAIR,Russia,Y
05272,UTAGE,GNQ,Z9,UTG,UTAGE,Equatorial Guinea,N
05273,Utair South Africa,ZAF,Z9,UTR,AIRUT,South Africa,N
05274,Ukrainian State Air Traffic Service Enterprise,UKR,Z9,UTS,AIRRUH,Ukraine,N
05275,Urartu-Air,ARM,Z9,UTU,I999,Armenia,N
05276,Universal Airways,USA,Z9,UVA,UNIVERSAL,United States,N
05277,Universal Airlines,GUY,Z9,UVG,GUYANA JET,Guyana,N
05278,Uvavemex,MEX,Z9,UVM,UVAVEMEX,Mexico,N
05279,United States Air Force,USA,Z9,AIO,AIR CHIEF,United States,Y
05280,United Aviation,KWT,Z9,UVN,UNITED AVIATION,Kuwait,N
05281,Uzbekistan Airways,UZB,HY,UZB,UZBEK,Uzbekistan,Y
05282,Ukraine International Airlines,UKR,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
05283,Universal Airlines,USA,Z9,WEC,AIRGO,United States,N
05284,US Helicopter Corporation,USA,UH,Z99,I999,United States,Y
05288,V Australia Airlines,AUS,VA,VAU,KANGA,Australia,N
05289,V Bird Airlines Netherlands,NLD,Z9,VBA,VEEBEE,Netherlands,N
05290,V-avia Airline,UKR,Z9,WIW,VEE-AVIA,Ukraine,N
05291,V-Berd-Avia,ARM,Z9,VBD,VEEBIRD-AVIA,Armenia,N
05292,Vacationair,CAN,Z9,VAC,VACATIONAIR,Canada,N
05293,Valair AG (Helicoptere),CHE,Z9,RDW,ROADWATCH,Switzerland,N
05294,Valan International Cargo Charter,ZAF,Z9,VLA,NALAU,South Africa,N
05295,Valan Limited,MDA,Z9,VLN,VALAN,Moldova,N
05296,Valfell-Verkflug,ISL,Z9,EHR,ROTOR,Iceland,N
05297,Valuair,SGP,VF,VLU,VALUAIR,Singapore,Y
05298,Van Air Europe,CZE,Z9,VAA,EUROVAN,Czech Republic,N
05299,Vanguardia en Aviacion en Colima,MEX,Z9,VGC,VANGUARDIA COLIMA,Mexico,N
05300,Vanguard Airlines,USA,Z9,VGD,VANGUARD AIR,United States,N
05301,Vasco Air,VNM,Z9,VFC,VASCO AIR,Vietnam,Y
05302,Vega,KAZ,Z9,VAG,SEGA,Kazakhstan,N
05303,Vega Air Company,UKR,Z9,WGA,WEGA FRANKO,Ukraine,N
05304,Veles,Z99,Z9,WEL,Ukrainian Aviation Company,VELES,N
05305,Verataxis,MEX,Z9,VTX,VERATAXIS,Mexico,N
05306,Veritair Ltd,GBR,Z9,BTP,NET RAIL,United Kingdom,N
05307,Voyageur Airways,CAN,VC,VAL,VOYAGEUR,Canada,N
05308,Vernicos Aviation,GRC,Z9,GRV,NIGHT RIDER,Greece,N
05309,Vietnam Airlines,VNM,VN,HVN,VIET NAM AIRLINES,Vietnam,Y
05310,Vozdushnaya Academy,KAZ,Z9,KWA,VOZAIR,Kazakhstan,N
05311,VIM Airlines,RUS,NN,MOV,MOV AIR,Russia,Y
05312,VIM-Aviaservice,RUS,Z9,MVY,I999,Russia,N
05313,VIA Rail Canada,CAN,2R,Z99,I999,Canada,N
05314,Victoria Aviation,GBR,Z9,ENV,ENDEAVOUR,United Kingdom,N
05315,Viscount Air Service,USA,Z9,VCT,VISCOUNT AIR,United States,N
05317,Vision Airlines,NGA,Z9,SSI,SUPER JET,Nigeria,N
05318,VIP Air Charter,USA,Z9,FXF,FOX FLIGHT,United States,N
05319,VIP Avia,KAZ,Z9,PAV,NICOL,Kazakhstan,N
05320,VIP Avia,LVA,Z9,PRX,PAREX,Latvia,N
05321,Visionair,IRL,Z9,VAT,VISIONAIR,Ireland,N
05322,Viasa,VEN,VA,Z99,I999,Venezuela,N
05323,VICA - Viacao Charter Aereos,BRA,Z9,VCA,VICA,Brazil,N
05324,Volare Air Charter Company,USA,Z9,VCM,CARMEN,United States,N
05325,Volaris,MEX,Y4,VOI,VOLARIS,Mexico,Y
05326,Volga-Dnepr Airlines,RUS,VI,VDA,VOLGA-DNEPR,Russia,Y
05327,Vega Airlines,BGR,Z9,VEA,VEGA AIRLINES,Bulgaria,N
05328,Venescar Internacional,VEN,Z9,VEC,VECAR,Venezuela,N
05329,Victor Echo,ESP,Z9,VEE,VICTOR ECHO,Spain,N
05330,Virgin Express Ireland,IRL,Z9,VEI,GREEN ISLE,Ireland,N
05331,Virgin America,USA,VX,VRD,REDWOOD,United States,Y
05332,Vieques Air Link,USA,Z9,VES,VIEQUES,United States,N
05333,Virgin Express,BEL,TV,VEX,VIRGIN EXPRESS,Belgium,Y
05334,VZ Flights,MEX,Z9,VFT,ZETA FLIGHTS,Mexico,N
05335,Virgin Nigeria Airways,NGA,VK,VGN,VIRGIN NIGERIA,Nigeria,Y
05336,Vologda State Air Enterprise,RUS,Z9,VGV,VOLOGDA AIR,Russia,N
05337,VH-Air Industrie,AGO,Z9,VHA,AIR V-H,Angola,N
05338,VHM Schul-und-Charterflug,DEU,Z9,VHM,EARLY BIRD,Germany,N
05339,Vibroair Flugservice,DEU,Z9,VIB,VITUS,Germany,N
05340,VIP Servicios Aereos Ejecutivos,MEX,Z9,VIC,VIP-EJECUTIVO,Mexico,N
05341,VIP Empresarial,MEX,Z9,VIE,VIP EMPRESARIAL,Mexico,N
05342,VIF Luftahrt,AUT,Z9,VIF,VIENNA FLIGHT,Austria,N
05343,Vega Aviation,SDN,Z9,VIG,VEGA AVIATION,Sudan,N
05344,Vichi,MDA,Z9,VIH,VICHI,Moldova,N
05345,Viking Airlines,SWE,Z9,VIK,SWEDJET,Sweden,N
05346,Vinair - Helicoptereos,PRT,Z9,VIN,VINAIR,Portugal,N
05347,Virgin Atlantic Airways,GBR,VS,VIR,VIRGIN,United Kingdom,Y
05348,Viajes Ejecutivos Mexicanos,MEX,Z9,VJM,VIAJES MEXICANOS,Mexico,N
05349,Vistajet,CAN,Z9,VJT,VISTA,Canada,N
05350,Viva Macau,MAC,ZG,VVM,JACKPOT,Macao,Y
05351,Volare Airlines,ITA,VE,VLE,VOLA,Italy,Y
05352,Vueling Airlines,ESP,VY,VLG,VUELING,Spain,Y
05353,Vladivostok Air,RUS,XF,VLK,VLADAIR,Russia,Y
05354,Varig Log,BRA,LC,VLO,VELOG,Brazil,Y
05355,Vertical-T Air Company,RUS,Z9,VLT,VERTICAL,Russia,N
05356,Vero Monmouth Airlines,USA,Z9,VMA,VERO MONMOUTH,United States,N
05357,Vipport Joint Stock Company,RUS,Z9,VNK,I999,Russia,N
05358,Viaggio Air,BGR,VM,VOA,VIAGGIO,Bulgaria,N
05359,Voyager Airlines,BGD,Z9,VOG,VOYAGER AIR,Bangladesh,N
05360,Virgin Australia,AUS,VA,VOZ,VIRGIN,Australia,Y
05361,Virgin Blue,AUS,DJ,VBI,BLUEY,Australia,N
05362,VIP Air,SVK,Z9,VPA,VIP TAXI,Slovakia,N
05363,Veteran Air,UKR,Z9,VPB,VETERAN,Ukraine,N
05364,VIP-Avia,GEO,Z9,VPV,VIP AVIA,Georgia,N
05365,Vertair,GBR,Z9,VRA,VERITAIR,United Kingdom,N
05366,Volare Airlines,UKR,Z9,VRE,UKRAINE VOLARE,Ukraine,N
05367,Voar Lda,AGO,Z9,VRL,VOAR LINHAS,Angola,N
05368,VRG Linhas Aereas,BRA,RG,VRN,VARIG,Brazil,Y
05369,Vickers Limited,GBR,Z9,VSB,VICKERS,United Kingdom,N
05370,Visig Operaciones Aereas,ESP,Z9,VSG,VISIG,Spain,N
05371,Vision Airways Corporation,CAN,Z9,VSN,VISION,Canada,N
05372,Voronezh Aircraft Manufacturing Society,RUS,Z9,VSO,VASO,Russia,N
05373,VASP,BRA,VP,VSP,VASP,Brazil,Y
05374,Virign Islands Seaplane Shuttle,USA,Z9,VSS,WATERBIRD,United States,N
05375,Vuelos Especializados Tollocan,MEX,Z9,VTC,VUELOS TOLLOCAN,Mexico,N
05376,Vuelos Corporativos de Tehuacan,MEX,Z9,VTH,VUELOS TEHUACAN,Mexico,N
05377,Vostok Airlines,RUS,Z9,VTK,VOSTOK,Russia,N
05378,Victor Tagle Larrain,CHL,Z9,VTL,VITALA,Chile,N
05379,Vointeh,BGR,Z9,VTV,VOINTEH,Bulgaria,N
05380,Vuelos Internos Privados VIP,ECU,Z9,VUR,VIPEC,Ecuador,N
05381,Vuela Bus,MEX,Z9,VUS,VUELA BUS,Mexico,N
05382,Vzlyet,RUS,Z9,VZL,VZLYET,Russia,N
